기준_년분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
20233,1138064000,증산동,HH,정체,117,54,107,52
20232,1138064000,증산동,HH,정체,115,54,106,52
20231,1138064000,증산동,HH,정체,114,53,104,52
20233,1138065000,수색동,HH,정체,131,61,107,52
20232,1138065000,수색동,HH,정체,132,61,106,52
20231,1138065000,수색동,HH,정체,130,61,104,52
20233,1138069000,진관동,LL,다이나믹,73,46,107,52
20232,1138069000,진관동,LL,다이나믹,72,45,106,52
20231,1138069000,진관동,LL,다이나믹,70,45,104,52
20233,1141052000,천연동,HH,정체,116,56,107,52
20232,1141052000,천연동,HH,정체,113,56,106,52
20231,1141052000,천연동,HH,정체,112,56,104,52
20233,1141055500,북아현동,HH,정체,124,57,107,52
20232,1141055500,북아현동,HH,정체,122,57,106,52
20231,1141055500,북아현동,HH,정체,120,57,104,52
20233,1141056500,충현동,HH,정체,123,57,107,52
20232,1141056500,충현동,HH,정체,122,56,106,52
20231,1141056500,충현동,HH,정체,120,56,104,52
20233,1141058500,신촌동,LL,다이나믹,106,51,107,52
20232,1141058500,신촌동,LL,다이나믹,106,50,106,52
20231,1141058500,신촌동,HL,상권축소,105,50,104,52
20233,1141061500,연희동,LH,상권확장,101,53,107,52
20232,1141061500,연희동,LH,상권확장,100,53,106,52
20231,1141061500,연희동,LH,상권확장,99,53,104,52
20233,1141062000,홍제1동,HH,정체,114,55,107,52
20232,1141062000,홍제1동,HH,정체,113,54,106,52
20231,1141062000,홍제1동,HH,정체,113,54,104,52
20233,1141064000,홍제3동,HH,정체,111,59,107,52
20232,1141064000,홍제3동,HH,정체,109,59,106,52
20231,1141064000,홍제3동,HH,정체,108,59,104,52
20233,1141065500,홍제2동,HH,정체,108,58,107,52
20232,1141065500,홍제2동,HH,정체,108,57,106,52
20231,1141065500,홍제2동,HH,정체,106,57,104,52
20233,1141066000,홍은1동,HH,정체,109,55,107,52
20232,1141066000,홍은1동,HH,정체,106,55,106,52
20231,1141066000,홍은1동,HH,정체,105,55,104,52
20233,1141068500,홍은2동,LH,상권확장,102,55,107,52
20232,1141068500,홍은2동,LH,상권확장,100,54,106,52
20231,1141068500,홍은2동,LH,상권확장,100,53,104,52
20233,1141069000,남가좌1동,HH,정체,113,61,107,52
20232,1141069000,남가좌1동,HH,정체,112,61,106,52
20231,1141069000,남가좌1동,HH,정체,112,61,104,52
20233,1141070000,남가좌2동,LL,다이나믹,99,50,107,52
20232,1141070000,남가좌2동,LL,다이나믹,97,50,106,52
20231,1141070000,남가좌2동,LL,다이나믹,95,49,104,52
20233,1141071000,북가좌1동,LL,다이나믹,95,46,107,52
20232,1141071000,북가좌1동,LL,다이나믹,95,46,106,52
20231,1141071000,북가좌1동,LL,다이나믹,92,45,104,52
20233,1141072000,북가좌2동,LL,다이나믹,101,49,107,52
20232,1141072000,북가좌2동,LL,다이나믹,100,49,106,52
20231,1141072000,북가좌2동,LL,다이나믹,99,48,104,52
20233,1144055500,아현동,LH,상권확장,105,55,107,52
20232,1144055500,아현동,LH,상권확장,104,54,106,52
20231,1144055500,아현동,LH,상권확장,103,54,104,52
20233,1144056500,공덕동,HH,정체,118,54,107,52
20232,1144056500,공덕동,HH,정체,116,54,106,52
20231,1144056500,공덕동,HH,정체,115,54,104,52
20233,1144058500,도화동,HH,정체,110,53,107,52
20232,1144058500,도화동,HH,정체,108,52,106,52
20231,1144058500,도화동,HH,정체,106,52,104,52
20233,1135062500,중계2?3동,LH,상권확장,100,53,107,52
20232,1135062500,중계2?3동,LH,상권확장,98,52,106,52
20231,1135062500,중계2?3동,LH,상권확장,97,52,104,52
20233,1135063000,상계1동,LL,다이나믹,99,48,107,52
20232,1135063000,상계1동,LL,다이나믹,98,48,106,52
20231,1135063000,상계1동,LL,다이나믹,95,48,104,52
20233,1135064000,상계2동,LL,다이나믹,99,47,107,52
20232,1135064000,상계2동,LL,다이나믹,97,47,106,52
20231,1135064000,상계2동,LL,다이나믹,96,47,104,52
20233,1144070000,망원2동,LL,다이나믹,97,47,107,52
20232,1144070000,망원2동,LL,다이나믹,97,47,106,52
20231,1144070000,망원2동,LL,다이나믹,95,47,104,52
20233,1144071000,연남동,LL,다이나믹,64,42,107,52
20232,1144071000,연남동,LL,다이나믹,63,42,106,52
20231,1144071000,연남동,LL,다이나믹,63,42,104,52
20233,1144072000,성산1동,LL,다이나믹,100,50,107,52
20232,1144072000,성산1동,LL,다이나믹,99,50,106,52
20231,1144072000,성산1동,LL,다이나믹,98,49,104,52
20233,1144073000,성산2동,LH,상권확장,101,56,107,52
20232,1144073000,성산2동,LH,상권확장,100,56,106,52
20231,1144073000,성산2동,LH,상권확장,97,56,104,52
20233,1144074000,상암동,LL,다이나믹,77,43,107,52
20232,1144074000,상암동,LL,다이나믹,76,42,106,52
20231,1144074000,상암동,LL,다이나믹,75,42,104,52
20233,1147051000,목1동,LL,다이나믹,97,50,107,52
20232,1147051000,목1동,LL,다이나믹,95,50,106,52
20231,1147051000,목1동,LL,다이나믹,94,49,104,52
20233,1147052000,목2동,LL,다이나믹,101,50,107,52
20232,1147052000,목2동,LL,다이나믹,100,50,106,52
20231,1147052000,목2동,LL,다이나믹,98,50,104,52
20233,1147053000,목3동,LL,다이나믹,106,51,107,52
20232,1147053000,목3동,LL,다이나믹,105,51,106,52
20231,1147053000,목3동,LL,다이나믹,104,51,104,52
20233,1132051200,창2동,LL,다이나믹,106,48,107,52
20232,1132051200,창2동,LL,다이나믹,103,48,106,52
20231,1132051200,창2동,LL,다이나믹,101,48,104,52
20233,1132051300,창3동,LH,상권확장,106,52,107,52
20232,1132051300,창3동,LH,상권확장,104,52,106,52
20231,1132051300,창3동,LH,상권확장,103,52,104,52
20233,1132051400,창4동,LL,다이나믹,106,50,107,52
20232,1132051400,창4동,HL,상권축소,106,50,106,52
20231,1132051400,창4동,LL,다이나믹,103,50,104,52
20233,1132051500,창5동,LL,다이나믹,102,50,107,52
20232,1132051500,창5동,LL,다이나믹,101,49,106,52
20231,1132051500,창5동,LL,다이나믹,99,49,104,52
20233,1132052100,도봉1동,HL,상권축소,113,51,107,52
20232,1132052100,도봉1동,HL,상권축소,112,51,106,52
20231,1132052100,도봉1동,HL,상권축소,111,50,104,52
20233,1132052200,도봉2동,LL,다이나믹,104,48,107,52
20232,1132052200,도봉2동,LL,다이나믹,102,48,106,52
20231,1132052200,도봉2동,LL,다이나믹,101,48,104,52
20233,1132066000,쌍문1동,LL,다이나믹,102,49,107,52
20232,1132066000,쌍문1동,LL,다이나믹,100,49,106,52
20231,1132066000,쌍문1동,LL,다이나믹,97,48,104,52
20233,1132067000,쌍문2동,LL,다이나믹,103,50,107,52
20232,1132067000,쌍문2동,LL,다이나믹,102,50,106,52
20231,1132067000,쌍문2동,LL,다이나믹,101,49,104,52
20233,1132068000,쌍문3동,LL,다이나믹,104,50,107,52
20232,1132068000,쌍문3동,LL,다이나믹,102,49,106,52
20231,1132068000,쌍문3동,LL,다이나믹,101,49,104,52
20233,1150055000,화곡2동,LL,다이나믹,101,49,107,52
20232,1150055000,화곡2동,LL,다이나믹,99,48,106,52
20231,1150055000,화곡2동,LL,다이나믹,98,48,104,52
20233,1150060400,가양2동,LH,상권확장,106,52,107,52
20232,1150060400,가양2동,LH,상권확장,104,52,106,52
20231,1150060400,가양2동,LH,상권확장,101,52,104,52
20233,1147054000,목4동,LL,다이나믹,105,45,107,52
20232,1147054000,목4동,LL,다이나믹,103,45,106,52
20231,1147054000,목4동,LL,다이나믹,102,45,104,52
20233,1147055000,목5동,LL,다이나믹,102,51,107,52
20232,1147055000,목5동,LL,다이나믹,100,51,106,52
20231,1147055000,목5동,LL,다이나믹,99,51,104,52
20233,1147056000,신월1동,HL,상권축소,107,47,107,52
20232,1147056000,신월1동,LL,다이나믹,106,46,106,52
20231,1147056000,신월1동,HL,상권축소,105,46,104,52
20233,1147057000,신월2동,LH,상권확장,106,53,107,52
20232,1147057000,신월2동,LH,상권확장,103,53,106,52
20231,1147057000,신월2동,LH,상권확장,103,53,104,52
20233,1147058000,신월3동,HL,상권축소,122,50,107,52
20232,1147058000,신월3동,HL,상권축소,119,50,106,52
20231,1147058000,신월3동,HL,상권축소,117,49,104,52
20233,1147059000,신월4동,HL,상권축소,109,50,107,52
20232,1147059000,신월4동,HL,상권축소,107,49,106,52
20231,1147059000,신월4동,HL,상권축소,105,49,104,52
20233,1147060000,신월5동,LL,다이나믹,105,51,107,52
20232,1147060000,신월5동,LL,다이나믹,103,51,106,52
20231,1147060000,신월5동,LL,다이나믹,102,51,104,52
20233,1147061000,신월6동,LH,상권확장,87,55,107,52
20232,1147061000,신월6동,LH,상권확장,84,55,106,52
20231,1147061000,신월6동,LH,상권확장,83,55,104,52
20233,1147061100,신월7동,HL,상권축소,115,46,107,52
20232,1147061100,신월7동,HL,상권축소,113,46,106,52
20231,1147061100,신월7동,HL,상권축소,110,46,104,52
20233,1147062000,신정1동,HL,상권축소,112,48,107,52
20232,1147062000,신정1동,HL,상권축소,111,48,106,52
20231,1147062000,신정1동,HL,상권축소,110,47,104,52
20233,1147063000,신정2동,LL,다이나믹,100,50,107,52
20232,1147063000,신정2동,LL,다이나믹,98,50,106,52
20231,1147063000,신정2동,LL,다이나믹,97,50,104,52
20233,1147064000,신정3동,LL,다이나믹,102,52,107,52
20232,1147064000,신정3동,LL,다이나믹,100,52,106,52
20231,1147064000,신정3동,LH,상권확장,97,52,104,52
20233,1150056000,화곡3동,LL,다이나믹,95,48,107,52
20232,1150056000,화곡3동,LL,다이나믹,93,48,106,52
20231,1150056000,화곡3동,LL,다이나믹,92,48,104,52
20233,1150057000,화곡4동,LL,다이나믹,102,48,107,52
20232,1150057000,화곡4동,LL,다이나믹,102,48,106,52
20231,1150057000,화곡4동,LL,다이나믹,101,48,104,52
20233,1150059000,화곡본동,LL,다이나믹,106,51,107,52
20232,1150059000,화곡본동,LL,다이나믹,104,51,106,52
20231,1150059000,화곡본동,LL,다이나믹,103,51,104,52
20233,1150059100,화곡6동,LL,다이나믹,94,46,107,52
20232,1150059100,화곡6동,LL,다이나믹,92,46,106,52
20231,1150059100,화곡6동,LL,다이나믹,91,45,104,52
20233,1150059300,화곡8동,LL,다이나믹,97,50,107,52
20232,1150059300,화곡8동,LL,다이나믹,94,49,106,52
20231,1150059300,화곡8동,LL,다이나믹,93,49,104,52
20233,1150060300,가양1동,LL,다이나믹,61,39,107,52
20232,1150060300,가양1동,LL,다이나믹,59,39,106,52
20231,1150060300,가양1동,LL,다이나믹,58,39,104,52
20233,1144059000,용강동,HL,상권축소,109,51,107,52
20232,1144059000,용강동,HL,상권축소,108,51,106,52
20231,1144059000,용강동,HL,상권축소,107,50,104,52
20232,1144060000,대흥동,LH,상권확장,101,53,106,52
20231,1144060000,대흥동,LH,상권확장,101,53,104,52
20233,1144061000,염리동,LL,다이나믹,94,50,107,52
20232,1144061000,염리동,LL,다이나믹,93,50,106,52
20231,1144061000,염리동,LL,다이나믹,91,50,104,52
20233,1144063000,신수동,LL,다이나믹,97,52,107,52
20232,1144063000,신수동,LL,다이나믹,96,52,106,52
20231,1144063000,신수동,LL,다이나믹,94,51,104,52
20233,1144065500,서강동,LL,다이나믹,85,45,107,52
20232,1144065500,서강동,LL,다이나믹,83,45,106,52
20231,1144065500,서강동,LL,다이나믹,83,45,104,52
20233,1144066000,서교동,LL,다이나믹,86,47,107,52
20232,1144066000,서교동,LL,다이나믹,85,46,106,52
20231,1144066000,서교동,LL,다이나믹,84,46,104,52
20233,1144068000,합정동,LL,다이나믹,82,48,107,52
20232,1144068000,합정동,LL,다이나믹,81,48,106,52
20231,1144068000,합정동,LL,다이나믹,80,48,104,52
20233,1144069000,망원1동,LL,다이나믹,78,48,107,52
20232,1144069000,망원1동,LL,다이나믹,77,48,106,52
20231,1144069000,망원1동,LL,다이나믹,76,48,104,52
20233,1147065000,신정4동,LL,다이나믹,105,48,107,52
20232,1147065000,신정4동,LL,다이나믹,103,47,106,52
20231,1147065000,신정4동,LL,다이나믹,101,47,104,52
20233,1147067000,신정6동,LL,다이나믹,95,48,107,52
20232,1147067000,신정6동,LL,다이나믹,94,47,106,52
20231,1147067000,신정6동,LL,다이나믹,93,47,104,52
20233,1147068000,신정7동,LL,다이나믹,101,51,107,52
20232,1147068000,신정7동,LL,다이나믹,99,51,106,52
20231,1147068000,신정7동,LL,다이나믹,97,51,104,52
20233,1150051000,염창동,LH,상권확장,101,56,107,52
20232,1150051000,염창동,LH,상권확장,100,56,106,52
20231,1150051000,염창동,LH,상권확장,98,56,104,52
20233,1150052000,등촌1동,LL,다이나믹,92,52,107,52
20232,1150052000,등촌1동,LL,다이나믹,91,52,106,52
20231,1150052000,등촌1동,LL,다이나믹,90,52,104,52
20233,1165060000,방배1동,HH,정체,108,52,107,52
20232,1165060000,방배1동,HH,정체,107,52,106,52
20231,1165060000,방배1동,HH,정체,106,52,104,52
20233,1165061000,방배2동,LH,상권확장,102,54,107,52
20231,1165061000,방배2동,LH,상권확장,99,54,104,52
20233,1165062000,방배3동,HH,정체,127,54,107,52
20232,1165062000,방배3동,HH,정체,125,54,106,52
20231,1165062000,방배3동,HH,정체,123,54,104,52
20233,1165062100,방배4동,HH,정체,120,55,107,52
20232,1165062100,방배4동,HH,정체,119,55,106,52
20231,1165062100,방배4동,HH,정체,117,54,104,52
20233,1165065100,양재1동,HL,상권축소,109,52,107,52
20232,1165065100,양재1동,HH,정체,107,52,106,52
20231,1165065100,양재1동,HH,정체,105,52,104,52
20233,1165065200,양재2동,HL,상권축소,134,51,107,52
20231,1165065200,양재2동,HL,상권축소,131,50,104,52
20233,1165066000,내곡동,HH,정체,114,65,107,52
20232,1165066000,내곡동,HH,정체,112,65,106,52
20231,1165066000,내곡동,HH,정체,110,64,104,52
20233,1168051000,신사동,LL,다이나믹,101,49,107,52
20232,1168051000,신사동,LL,다이나믹,100,48,106,52
20231,1168051000,신사동,LL,다이나믹,99,48,104,52
20233,1153077000,오류1동,LH,상권확장,105,53,107,52
20232,1153077000,오류1동,LH,상권확장,103,53,106,52
20231,1153077000,오류1동,LH,상권확장,101,53,104,52
20233,1153078000,오류2동,LL,다이나믹,93,47,107,52
20233,1111051500,청운효자동,LH,상권확장,96,56,107,52
20233,1111053000,사직동,HH,정체,124,59,107,52
20233,1111054000,삼청동,LH,상권확장,100,55,107,52
20233,1111055000,부암동,LH,상권확장,102,57,107,52
20233,1111056000,평창동,HH,정체,114,59,107,52
20233,1111057000,무악동,HH,정체,112,64,107,52
20233,1111058000,교남동,HH,정체,124,57,107,52
20233,1111060000,가회동,LH,상권확장,104,59,107,52
20233,1111061500,종로1?2?3?4가동,HH,정체,151,67,107,52
20233,1111063000,종로5?6가동,HH,정체,137,66,107,52
20233,1111064000,이화동,LH,상권확장,102,56,107,52
20233,1111065000,혜화동,HH,정체,109,53,107,52
20233,1111067000,창신1동,HH,정체,126,67,107,52
20233,1111068000,창신2동,HH,정체,115,58,107,52
20233,1111069000,창신3동,LH,상권확장,98,54,107,52
20233,1111070000,숭인1동,HH,정체,113,58,107,52
20231,1111070000,숭인1동,HH,정체,105,59,104,52
20233,1111071000,숭인2동,HL,상권축소,120,48,107,52
20232,1111071000,숭인2동,HL,상권축소,118,48,106,52
20231,1111071000,숭인2동,HL,상권축소,117,47,104,52
20233,1114052000,소공동,HH,정체,148,69,107,52
20232,1114052000,소공동,HH,정체,147,69,106,52
20231,1114052000,소공동,HH,정체,145,69,104,52
20233,1114054000,회현동,HH,정체,160,70,107,52
20232,1114054000,회현동,HH,정체,157,70,106,52
20231,1114054000,회현동,HH,정체,156,69,104,52
20233,1114055000,명동,HH,정체,153,58,107,52
20232,1114055000,명동,HH,정체,153,58,106,52
20231,1114055000,명동,HH,정체,152,58,104,52
20233,1114057000,필동,HH,정체,135,59,107,52
20232,1114057000,필동,HH,정체,135,59,106,52
20231,1114057000,필동,HH,정체,135,58,104,52
20233,1114058000,장충동,HH,정체,134,60,107,52
20232,1114058000,장충동,HH,정체,133,60,106,52
20231,1114058000,장충동,HH,정체,132,59,104,52
20232,1153078000,오류2동,LL,다이나믹,90,47,106,52
20231,1153078000,오류2동,LL,다이나믹,89,47,104,52
20233,1153079000,수궁동,LH,상권확장,105,52,107,52
20232,1153079000,수궁동,LH,상권확장,103,52,106,52
20231,1153079000,수궁동,LH,상권확장,100,52,104,52
20233,1153080000,항동,LL,다이나믹,45,38,107,52
20232,1153080000,항동,LL,다이나믹,42,38,106,52
20231,1153080000,항동,LL,다이나믹,40,39,104,52
20233,1154551000,가산동,LL,다이나믹,92,49,107,52
20232,1154551000,가산동,LL,다이나믹,90,48,106,52
20231,1154551000,가산동,LL,다이나믹,88,48,104,52
20233,1154561000,독산1동,LH,상권확장,98,52,107,52
20232,1154561000,독산1동,LH,상권확장,97,52,106,52
20231,1154561000,독산1동,LH,상권확장,95,52,104,52
20233,1154562000,독산2동,LL,다이나믹,105,49,107,52
20231,1154562000,독산2동,LL,다이나믹,102,49,104,52
20233,1154563000,독산3동,HL,상권축소,116,49,107,52
20232,1154563000,독산3동,HL,상권축소,114,48,106,52
20231,1154563000,독산3동,HL,상권축소,114,48,104,52
20232,1154564000,독산4동,HL,상권축소,110,48,106,52
20231,1154564000,독산4동,HL,상권축소,108,48,104,52
20232,1111051500,청운효자동,LH,상권확장,95,55,106,52
20231,1111051500,청운효자동,LH,상권확장,94,55,104,52
20232,1111053000,사직동,HH,정체,122,59,106,52
20231,1111053000,사직동,HH,정체,122,59,104,52
20232,1111054000,삼청동,LH,상권확장,100,55,106,52
20231,1111054000,삼청동,LH,상권확장,99,55,104,52
20232,1111055000,부암동,LH,상권확장,100,56,106,52
20231,1111055000,부암동,LH,상권확장,99,56,104,52
20232,1111056000,평창동,HH,정체,112,59,106,52
20231,1111056000,평창동,HH,정체,111,58,104,52
20232,1111057000,무악동,HH,정체,108,64,106,52
20231,1111057000,무악동,HH,정체,105,64,104,52
20232,1111058000,교남동,HH,정체,124,57,106,52
20231,1111058000,교남동,HH,정체,122,57,104,52
20232,1111060000,가회동,LH,상권확장,103,58,106,52
20231,1111060000,가회동,LH,상권확장,102,58,104,52
20232,1111061500,종로1?2?3?4가동,HH,정체,149,67,106,52
20231,1111061500,종로1?2?3?4가동,HH,정체,147,67,104,52
